Time 		 total_aerosol_mass(Kg)
   4.538889e+00   7.698092e+01
   4.544444e+00   7.685407e+01
   4.550000e+00   7.672760e+01
   4.555556e+00   7.660151e+01
   4.561111e+00   7.647579e+01
   4.566667e+00   7.635045e+01
   4.572222e+00   7.622548e+01
   4.577778e+00   7.610089e+01
   4.583333e+00   7.597666e+01
   4.588889e+00   7.585280e+01
   4.594444e+00   7.572931e+01
   4.600000e+00   7.560618e+01
   4.605556e+00   7.548341e+01
   4.611111e+00   7.536100e+01
   4.616667e+00   7.523895e+01
   4.622222e+00   7.511726e+01
   4.627778e+00   7.499593e+01
   4.633333e+00   7.487495e+01
   4.638889e+00   7.475432e+01
   4.644444e+00   7.463404e+01
   4.650000e+00   7.451411e+01
   4.655556e+00   7.439453e+01
   4.661111e+00   7.427530e+01
   4.666667e+00   7.415640e+01
   4.672222e+00   7.403786e+01
   4.677778e+00   7.391965e+01
   4.683333e+00   7.380178e+01
   4.688889e+00   7.368425e+01
   4.694444e+00   7.356706e+01
   4.700000e+00   7.345020e+01
   4.705556e+00   7.333368e+01
   4.711111e+00   7.321748e+01
   4.716667e+00   7.310162e+01
   4.722222e+00   7.298609e+01
   4.727778e+00   7.287088e+01
   4.733333e+00   7.275600e+01
   4.738889e+00   7.264145e+01
   4.744444e+00   7.252722e+01
   4.750000e+00   7.241331e+01
   4.755556e+00   7.229972e+01
   4.761111e+00   7.218645e+01
   4.766667e+00   7.207349e+01
   4.772222e+00   7.196085e+01
   4.777778e+00   7.184853e+01
   4.783333e+00   7.173652e+01
   4.788889e+00   7.162482e+01
   4.794444e+00   7.151344e+01
   4.800000e+00   7.140236e+01
   4.805556e+00   7.129159e+01
   4.811111e+00   7.118112e+01
   4.816667e+00   7.107096e+01
   4.822222e+00   7.096111e+01
   4.827778e+00   7.085156e+01
   4.833333e+00   7.074231e+01
   4.838889e+00   7.063335e+01
   4.844444e+00   7.052470e+01
   4.850000e+00   7.041634e+01
   4.855556e+00   7.030828e+01
   4.861111e+00   7.020052e+01
   4.866667e+00   7.009305e+01
   4.872222e+00   6.998587e+01
   4.877778e+00   6.987898e+01
   4.883333e+00   6.977238e+01
   4.888889e+00   6.966607e+01
   4.894444e+00   6.956005e+01
   4.900000e+00   6.945431e+01
   4.905556e+00   6.934886e+01
   4.911111e+00   6.924369e+01
   4.916667e+00   6.913880e+01
   4.922222e+00   6.903420e+01
   4.927778e+00   6.892988e+01
   4.933333e+00   6.882583e+01
   4.938889e+00   6.872206e+01
   4.944444e+00   6.861857e+01
   4.950000e+00   6.851536e+01
   4.955556e+00   6.841241e+01
   4.961111e+00   6.830975e+01
   4.966667e+00   6.820735e+01
   4.972222e+00   6.810522e+01
   4.977778e+00   6.800337e+01
   4.983333e+00   6.790178e+01
   4.988889e+00   6.780046e+01
   4.994444e+00   6.769941e+01
