Time 		 total_aerosol_mass(Kg)
   4.594444e+00   7.575651e+01
   4.600000e+00   7.563322e+01
   4.605556e+00   7.551030e+01
   4.611111e+00   7.538773e+01
   4.616667e+00   7.526553e+01
   4.622222e+00   7.514369e+01
   4.627778e+00   7.502220e+01
   4.633333e+00   7.490107e+01
   4.638889e+00   7.478029e+01
   4.644444e+00   7.465986e+01
   4.650000e+00   7.453979e+01
   4.655556e+00   7.442006e+01
   4.661111e+00   7.430068e+01
   4.666667e+00   7.418164e+01
   4.672222e+00   7.406295e+01
   4.677778e+00   7.394461e+01
   4.683333e+00   7.382660e+01
   4.688889e+00   7.370893e+01
   4.694444e+00   7.359160e+01
   4.700000e+00   7.347461e+01
   4.705556e+00   7.335795e+01
   4.711111e+00   7.324162e+01
   4.716667e+00   7.312563e+01
   4.722222e+00   7.300996e+01
   4.727778e+00   7.289463e+01
   4.733333e+00   7.277962e+01
   4.738889e+00   7.266493e+01
   4.744444e+00   7.255058e+01
   4.750000e+00   7.243654e+01
   4.755556e+00   7.232283e+01
   4.761111e+00   7.220943e+01
   4.766667e+00   7.209635e+01
   4.772222e+00   7.198360e+01
   4.777778e+00   7.187115e+01
   4.783333e+00   7.175902e+01
   4.788889e+00   7.164721e+01
   4.794444e+00   7.153570e+01
   4.800000e+00   7.142451e+01
   4.805556e+00   7.131362e+01
   4.811111e+00   7.120304e+01
   4.816667e+00   7.109277e+01
   4.822222e+00   7.098280e+01
   4.827778e+00   7.087314e+01
   4.833333e+00   7.076378e+01
   4.838889e+00   7.065472e+01
   4.844444e+00   7.054595e+01
   4.850000e+00   7.043749e+01
   4.855556e+00   7.032932e+01
   4.861111e+00   7.022145e+01
   4.866667e+00   7.011388e+01
   4.872222e+00   7.000659e+01
   4.877778e+00   6.989960e+01
   4.883333e+00   6.979290e+01
   4.888889e+00   6.968649e+01
   4.894444e+00   6.958036e+01
   4.900000e+00   6.947453e+01
   4.905556e+00   6.936898e+01
   4.911111e+00   6.926371e+01
   4.916667e+00   6.915873e+01
   4.922222e+00   6.905403e+01
   4.927778e+00   6.894960e+01
   4.933333e+00   6.884546e+01
   4.938889e+00   6.874160e+01
   4.944444e+00   6.863802e+01
   4.950000e+00   6.853471e+01
   4.955556e+00   6.843168e+01
   4.961111e+00   6.832892e+01
   4.966667e+00   6.822643e+01
   4.972222e+00   6.812421e+01
   4.977778e+00   6.802227e+01
   4.983333e+00   6.792059e+01
   4.988889e+00   6.781919e+01
   4.994444e+00   6.771805e+01
